,dates,NA1,NA2,NA3,NA4,NA5
0,1987-05-22 23:07:44+00:00,89.07892413909407,56.38586832987428,62.337758339789154,34.330617714484724,74.4340689096109
1,1987-09-11 23:10:29+00:00,96.78867579040563,85.14214573779476,88.68863223348244,37.72104527634989,69.12141653382795
2,1987-09-27 23:10:51+00:00,108.79430364567895,100.16242861399986,106.12963454873902,39.04995278354664,63.495779090621916
3,1987-11-14 23:11:47+00:00,,,79.3045377780377,19.117641180409013,48.93189660098385
4,1988-02-18 23:13:23+00:00,98.38017786151416,73.25911096889561,78.31504002372527,9.792369071203598,60.442252982784346
5,1988-05-08 23:14:02+00:00,90.67502103501772,69.12906247647965,50.1144108947063,,49.28896106468336
6,1988-06-09 23:14:15+00:00,91.19614344298068,60.7905418707437,60.35823396334562,28.627366755848506,55.768148841417684
7,1988-06-25 23:14:20+00:00,99.23743745811163,61.4244474643475,69.71747096077958,28.633525875251802,59.911640146212434
8,1988-07-27 23:14:26+00:00,78.42800155489067,66.18056024855358,63.21396753083665,20.72789033283589,57.493320401627685
9,1988-08-12 23:14:25+00:00,77.88538010492401,63.45310589660104,66.71019111836088,18.03270141331194,47.381504270000804
10,1988-08-28 23:14:30+00:00,87.61522658236355,69.50564805152108,65.8726489884112,24.92455914223018,46.03161748912854
11,1988-09-29 23:14:21+00:00,82.79804385473321,66.02796544688992,64.00485378106451,30.61869299136101,45.58625962025229
12,1988-10-15 23:14:16+00:00,87.2740044698157,63.6149516896238,64.74392455820569,30.429869708106082,46.73541662861068
13,1989-01-19 23:13:42+00:00,86.6314446024092,72.78004751502525,65.62924783134409,31.20420004538283,49.09451666939733
14,1989-02-20 23:13:39+00:00,70.78997566314132,44.19122309507814,45.00961008684462,31.535383427480333,49.36795144286933
15,1989-03-08 23:13:15+00:00,84.59143769114493,65.31456178497235,61.12149564356044,39.85435028956158,55.89767443245233
16,1989-04-09 23:12:51+00:00,,,,,
17,1989-06-12 23:11:41+00:00,66.99721490731666,57.7351703011201,68.28274238650049,41.405256059353306,73.46781049264021
18,1989-06-28 23:11:25+00:00,61.50381296433285,48.39297115911714,64.83051698556487,37.3315112310287,61.88717580618919
19,1989-07-30 23:10:47+00:00,70.35808175563413,52.125957808157885,60.143540453173124,50.119951159121854,73.69303872734166
20,1989-08-15 23:10:23+00:00,75.52543772947273,43.49960569383513,57.5619202534426,37.479162351478216,64.14108593465183
21,1989-09-16 23:09:32+00:00,80.02816889605151,63.36212058973086,68.29192296320524,48.27014473687829,71.3542487255627
22,1989-10-02 23:09:23+00:00,80.70480824744203,50.307494207640424,50.279787022674974,41.671028290671124,66.6400332063601
23,1989-10-18 23:08:40+00:00,76.29982189282913,49.68255576953767,67.43588070389205,33.98077746580568,58.97326846750449
24,1989-11-19 23:07:42+00:00,84.76191764052686,55.55408558623103,66.0340788442179,45.919165234611185,75.44697712296765
25,1990-04-12 23:03:54+00:00,98.9511159669323,72.15975142157848,73.64244604940804,48.16483325265097,83.89700997327522
26,1990-07-01 23:03:52+00:00,96.39800656469825,80.11266764488818,93.69926792948861,53.957440131240254,87.91590708412582
27,1990-09-03 23:03:33+00:00,70.90974402148146,45.11735296205058,46.373004115684786,27.480727835145593,63.06126866647695
28,1990-09-19 23:03:30+00:00,88.29861905728842,61.78393013612929,58.727652991871125,32.5477501548842,63.02964706511298
29,1991-01-09 23:03:46+00:00,83.88099374624866,62.01527973993619,59.606631903492655,34.195393466278226,70.68087368602264
30,1991-03-14 23:05:04+00:00,82.28161205161754,63.864001228010096,69.65049477609388,39.065535054151795,69.19479364066424
31,1991-04-15 23:05:39+00:00,93.74395228833576,62.87901680745521,76.57328892744148,42.6103627049191,81.79254787600549
32,1991-05-17 23:06:10+00:00,89.76870049761602,60.651526521721586,86.08162465868055,33.7129885037632,63.77266314064256
33,1991-07-20 23:07:07+00:00,81.19440217571044,71.18679812987655,78.01769387647859,27.107814240952216,60.35042103197049
34,1991-08-05 23:07:13+00:00,100.74439697006844,87.24871755742633,88.36022871548296,30.878263764972942,62.98656932158447
35,1991-08-21 23:07:18+00:00,96.18928552301465,82.28963683463164,82.46774939180351,34.82771419307464,54.03400876320864
36,1991-09-06 23:07:32+00:00,,,97.0999727105709,37.81745456818362,62.32744929407227
37,1991-09-22 23:07:40+00:00,98.5053126839075,87.30983732562538,89.55453474180368,32.903703040239805,55.08086177738634
38,1991-10-08 23:07:46+00:00,108.64215489053316,94.3909624815933,93.85422208136016,42.63889862791896,60.34793007976667
39,1991-10-24 23:07:49+00:00,117.35715489063438,84.79220575780266,93.34960520623804,28.84595084339592,48.38191364286962
40,1991-10-24 23:08:13+00:00,,,,,50.388394814514754
41,1991-11-09 23:07:55+00:00,112.30237938278373,92.0270564972173,97.61933901623827,39.783274439444384,58.7781014447257
42,1992-01-12 23:07:58+00:00,104.12852771931863,78.10178132653274,91.40261430124694,32.117673378507845,53.49037268157455
43,1992-05-03 23:07:30+00:00,104.72830061498617,78.46514996480703,85.89501357785727,41.00313506067777,73.5738092223447
44,1992-06-04 23:07:13+00:00,105.85401100742692,78.55602540200844,86.4794624026542,37.55174987852871,59.4349485901297
45,1992-06-20 23:07:00+00:00,,,,,
46,1992-07-06 23:06:49+00:00,104.21796800966042,71.23025869892896,87.35870813480201,27.22046632898855,59.53295311101845
47,1992-07-22 23:06:36+00:00,108.69611295004134,70.88310754817115,90.19356913622583,33.86503109497711,62.74015545795484
48,1992-09-24 23:05:37+00:00,122.71569091150378,75.14887304057845,88.62843473777059,26.400223358222114,52.557944864512535
49,1992-11-27 23:04:47+00:00,119.00635595542587,64.55658827096357,83.17584169392202,22.891127857847792,56.467018171179426
50,1992-12-13 23:05:00+00:00,110.78515460020957,69.35972356025783,73.95648146920948,4.3404516529234485,44.04643433451817
51,1992-12-29 23:05:08+00:00,115.55772489161699,72.47969849999248,76.17218467327872,17.811613404204117,55.282213955288256
52,1993-01-14 23:05:21+00:00,131.67048031375032,75.04466566588223,86.72238541069606,22.62366684638882,54.588512175815005
53,1993-01-30 23:05:32+00:00,117.43266271769525,71.18170450123111,76.90302400795005,23.877196624255458,58.24191772903894
54,1993-03-19 23:05:52+00:00,104.29907856891221,68.99549643221975,71.71525429231797,24.731835092536052,52.361394122459565
55,1993-04-20 23:06:06+00:00,121.53018717889185,92.86504581934572,90.9090362830958,37.37348249134064,74.2443901316484
56,1993-05-22 23:06:14+00:00,112.6648508430592,80.4707986876207,85.27248869705114,36.087641197308294,61.44294612368928
57,1993-06-07 23:06:16+00:00,114.60211253491373,84.11472440135442,88.78146963463611,33.11915621440008,60.109143163681324
58,1993-06-23 23:06:11+00:00,98.51869902870561,75.77595272473162,77.69857659443869,29.11477475895326,54.75561835644464
59,1993-07-09 23:06:07+00:00,115.06086385813032,76.77729223407898,71.30407565456119,12.109867323513898,34.24708002507651
60,1993-07-25 23:06:05+00:00,136.43617089981024,95.39679232294624,98.51436521232256,38.53427876812775,56.66289202594477
61,1993-08-10 23:06:06+00:00,134.93129745637944,87.92292645619116,69.75008110949025,33.168607792337035,55.701796137228804
62,1993-09-27 23:06:01+00:00,126.80871342079386,97.25742630052899,92.0490577706652,31.749210055645484,60.085173199731805
63,1993-10-13 23:05:55+00:00,113.509551762925,76.5749574820629,81.90798092419533,28.636789063359476,62.43888131076124
64,1993-10-29 23:05:49+00:00,112.03078031639154,75.95429528964333,68.5937344692938,29.362398661693533,55.745839696405696
65,1993-11-30 23:05:36+00:00,119.66410536163816,92.09964726222204,90.11108573949909,34.539939348568424,63.81379348483992
66,1994-04-07 23:03:55+00:00,107.06628261044105,81.89676121527432,64.95073200089595,45.27752816187676,73.28942686750572
67,1994-04-23 23:03:38+00:00,106.02488798789773,79.00341364960764,64.03945819264581,34.1204885055277,71.67599629642092
68,1994-05-09 23:03:20+00:00,105.57560044325297,84.01708166514894,70.48377096550851,34.45401948243751,71.93145955859035
69,1994-06-10 23:02:44+00:00,92.44225570478632,60.51983642915288,58.49318269989991,24.028198686242156,63.616964889923494
70,1994-07-12 23:01:55+00:00,108.69775383663338,74.87206642331816,90.34127911447273,38.218572996020825,80.18210070807592
71,1994-07-28 23:01:28+00:00,114.67457047733808,87.53129844673421,100.4496098932532,44.1212066310817,71.16329740403563
72,1994-08-13 23:01:04+00:00,123.30357024744544,87.72950928807687,103.2542975698253,28.23353491975502,72.24940964845847
73,1994-09-14 23:00:17+00:00,139.45002221632276,100.20408894322301,118.73536392785837,33.904397651899615,70.19366633452813
74,1994-10-16 22:59:19+00:00,139.69654069531776,105.15664011873659,107.47696385336135,23.321848574942997,59.65650242714901
75,1994-11-01 22:58:45+00:00,140.83768773500736,88.16262411210555,93.78089067935119,-0.28329982884772464,41.49089426725488
76,1994-12-03 22:57:43+00:00,131.4973531903238,87.53031010752514,81.26587335638418,17.23950269752118,52.89064808177319
77,1995-02-21 22:54:48+00:00,127.64339832749741,84.54878142178293,80.29411867324612,34.54582203867549,69.58304490542739
78,1995-04-10 22:52:51+00:00,91.38722328352266,63.036075554474486,45.177545663660915,-3.433377221701994,55.10626043880423
79,1995-05-12 22:51:26+00:00,102.15634768498342,75.05322214507613,69.11908707726012,31.93229137721196,67.40289711775335
80,1995-06-29 22:49:14+00:00,99.81047736018995,62.833527880624075,67.94959275250267,36.6978099499288,54.22380792183594
81,1995-07-15 22:48:30+00:00,106.45949915478512,71.90960359592489,67.44341991386763,43.09481885550149,50.840204003433314
82,1995-08-16 22:47:04+00:00,121.56270428251212,84.91268017494882,100.60242142623183,36.92751611139474,46.59302098250163
83,1995-10-19 22:43:49+00:00,110.00196844492214,60.308663259924685,67.26836512223004,7.353087735822619,29.751628412943788
84,1995-11-04 22:43:13+00:00,114.7365830757214,69.13526235098067,70.03420126445445,8.317217207950304,39.00607433981309
85,1995-12-06 22:44:08+00:00,117.31374528080556,75.32995848587308,66.84086674089865,30.127502877867933,40.93849350619381
86,1996-02-08 22:48:43+00:00,118.15685985215596,84.72284328458979,74.75367447726553,28.618443160760243,49.869054856260846
87,1996-05-30 22:55:41+00:00,96.56290859893946,82.0957658096109,66.21571247495571,29.410762452902958,44.373704452761984
88,1996-07-01 22:57:24+00:00,101.79911883076407,87.75217852232089,87.73058516101658,40.877699828555066,43.073398520045586
89,1996-07-17 22:58:14+00:00,94.18768573830701,79.35146502203513,64.63450730591406,35.69191024201071,41.38721636280117
90,1996-08-02 22:59:05+00:00,106.19985431215828,84.27727178878645,75.83537185994483,34.86210471040073,49.034274178138524
91,1996-09-03 23:00:49+00:00,103.85289164401294,67.15643898899599,61.453002679744806,29.765534945751174,45.698098038176234
92,1996-12-08 23:05:38+00:00,97.05295689776209,74.04956288393652,73.40288120749977,34.8692119491056,56.736842210356365
93,1996-12-24 23:06:24+00:00,95.15896948223084,64.75389789565611,69.01171841789676,21.594903366537224,38.51478023921138
94,1997-03-14 23:09:53+00:00,102.27019115474945,78.68705066266648,65.48730231614141,47.61983970957279,61.61822915543165
95,1997-07-20 23:14:23+00:00,97.75667034794952,69.1638519080991,68.66097426231886,31.115399902078472,54.143508091398445
96,1997-08-05 23:14:54+00:00,94.2045577203593,66.93967021530544,74.24873930058973,28.798998032288136,52.66655477544553
97,1997-08-21 23:15:25+00:00,109.02314465986284,78.65966963752169,93.97715395684283,38.25073848533439,65.79393306485883
98,1997-10-08 23:16:47+00:00,117.42537564763572,88.09240505657462,93.96011077489706,11.431802741835691,35.866686794257646
99,1997-10-24 23:17:13+00:00,123.06539726830657,85.52204699357806,85.50684858913716,22.040677301959384,54.464325995436035
100,1997-11-25 23:17:59+00:00,124.9455106687807,85.97710896796191,86.6976613974145,21.442114527761678,56.46639351619693
101,1998-01-12 23:19:09+00:00,116.38687984310879,85.43783068848381,74.8240007131954,33.0713383687131,58.99055095016473
102,1998-01-28 23:19:29+00:00,106.29165017601628,,78.70050281927824,33.70278985094756,58.598266696282536
103,1998-02-13 23:19:49+00:00,114.05638279299095,86.87624974092094,86.61697782043126,32.64081944747662,59.00828464328098
104,1998-03-01 23:20:05+00:00,105.67756780124448,94.05080645324952,92.24494222296798,45.33035906583478,56.5078600616432
105,1998-04-02 23:20:33+00:00,99.01585574855629,80.34940832297438,79.74134007895005,28.300425191594616,60.68054027198743
106,1998-04-18 23:20:45+00:00,112.80116563051837,83.19291313606627,89.5973174582472,33.071387961052544,69.2875032037507
107,1998-05-20 23:21:13+00:00,109.28836623667519,76.55783874128193,80.41924753897857,24.547716910243548,60.19484532877579
108,1998-05-20 23:21:37+00:00,,,,24.077318413713883,59.9923030726761
109,1998-07-07 23:21:53+00:00,106.0056435478688,95.33760461732996,83.41802183344795,28.83510566282789,61.37791310376097
110,1998-10-11 23:22:32+00:00,114.64246227581955,82.61964653119557,80.77092346946273,24.235840001944243,55.86987592265883
111,1998-10-27 23:22:35+00:00,108.00931062376767,79.54150653767533,86.25616781142122,29.582112310785078,48.793470393073065
112,1999-01-15 23:22:41+00:00,,,,,
113,1999-02-16 23:22:58+00:00,109.99948649639519,80.98279439179183,62.9989217122652,28.931502214245757,58.40280627010647
114,1999-03-04 23:22:53+00:00,105.39662817666837,74.40200661069753,66.91237063936202,30.028944666167664,
115,1999-06-24 23:21:34+00:00,97.3308177690551,69.56826452889868,66.35555142440343,25.49473982519468,56.71623102371359
116,1999-07-10 23:21:28+00:00,100.4698411619883,70.69129137997055,73.03071106228109,24.66223548624145,55.07089615333816
117,1999-07-18 23:36:30+00:00,95.22951921872472,63.878171268986954,49.39196499853619,28.02391201896941,57.34523863980499
118,1999-07-26 23:21:26+00:00,,,40.07437721113483,5.038271991192325,52.46837296157277
119,1999-08-03 23:36:37+00:00,105.56571579657873,68.67719441249626,56.10753028771531,19.166758820683835,59.21327332121722
120,1999-08-11 23:21:21+00:00,108.04345257168634,74.00355164290494,64.3142012349732,14.95411733910835,60.73763310590957
121,1999-08-19 23:36:34+00:00,103.1940645231432,68.48014657846946,62.737850410653145,6.911685705315133,54.737013562522485
122,1999-09-28 23:20:12+00:00,,,55.72289708285899,12.037129451642803,37.43600084588635
123,2000-03-30 23:36:14+00:00,84.41323962893796,64.35809898112831,69.17250451612841,30.69777403485106,61.28938454334857
124,2000-06-02 23:35:36+00:00,71.32865919396012,67.2595684663289,65.29291541699,31.86282566669234,54.63986488163296
125,2000-07-04 23:35:19+00:00,76.63754875209406,66.91343482638811,70.24417350563863,17.988628499251234,49.72237018790984
126,2000-07-20 23:35:04+00:00,86.39539567153844,71.9989220889673,72.89990652045451,22.715814472474992,60.9617826770166
127,2000-11-09 23:34:02+00:00,107.84952113777065,76.361399029266,81.06501866016139,29.9932627550428,59.27045387340678
128,2000-11-25 23:34:04+00:00,106.51843403698804,80.7824433938797,79.25454113065453,34.816617495754336,62.631564764707534
129,2000-12-11 23:34:06+00:00,110.594635660866,75.21098460193471,86.21441019132024,34.726382049557586,56.981159012487154
130,2001-03-17 23:33:57+00:00,88.63906783119886,63.05800680961656,66.0446453813619,39.8510847129957,61.638283605178714
131,2001-05-20 23:33:33+00:00,75.22291303480375,63.27980766815727,69.84434166666884,47.97021847357429,70.67343651690635
132,2001-06-05 23:33:21+00:00,89.19098285798583,67.12341130038398,75.06639068063568,55.9798607178422,70.22694485206495
133,2001-06-21 23:33:10+00:00,79.06660877916819,57.38807976922554,70.08885681274207,52.899745506766905,
134,2001-07-23 23:32:59+00:00,76.25071741572613,69.11378638443223,62.21899776945013,,67.64342857351893
135,2001-08-08 23:32:42+00:00,73.64513573718575,47.724648377987194,43.65806529437615,34.644202441139896,48.78118806214551
136,2001-08-24 23:32:29+00:00,72.91841838593564,51.5043164284043,47.30452396889327,35.998563682614055,44.82585381585731
137,2001-09-09 23:32:17+00:00,75.86813232265872,58.825523614055676,52.99561242115531,50.56779871545093,51.91823640551198
138,2001-10-11 23:31:51+00:00,100.70164942518477,64.58255079716996,66.39365128704169,46.13162889934267,62.39522539913408
139,2001-10-27 23:32:01+00:00,94.33430362272095,62.35353182660507,68.54901251861055,53.11662761852738,61.284024796382944
140,2001-11-12 23:32:11+00:00,95.9019861936339,64.72212132363425,77.1498536963447,53.11155678738881,68.16028265483796
141,2001-11-28 23:32:16+00:00,95.36780033247165,49.86895763616803,72.00917437873146,42.3684454050853,57.72417811304828
142,2001-12-30 23:32:18+00:00,,,,,
143,2002-02-16 23:32:35+00:00,90.1490092258116,64.86847341954812,62.45370788265282,38.27952464413447,63.16764086443714
144,2002-04-05 23:32:30+00:00,88.56310748663206,61.41343632427961,80.83479194457774,49.91301376759973,72.23622958194089
145,2002-05-07 23:32:32+00:00,108.58020180738296,85.14683175076638,97.06253143717576,56.36189163435168,76.13148548113494
146,2002-06-08 23:32:16+00:00,99.00211567936672,63.66117520093745,96.70192560207607,41.903168904634754,68.63419360410032
147,2002-06-24 23:32:09+00:00,96.19847697504085,65.88203580621389,82.86930390665569,33.46968496377275,65.2759506098565
148,2002-07-10 23:32:06+00:00,81.69965274756866,57.00479060738902,72.49006727094316,20.339376034146596,55.701770809896324
149,2002-08-27 23:31:41+00:00,100.6515016681769,52.42999133239062,87.35114222783736,20.39919738407061,39.77974322628496
150,2002-09-12 23:31:36+00:00,113.52280230035554,62.504832873385645,83.60529686481789,30.747207234062536,50.58364642533065
151,2002-10-14 23:31:25+00:00,111.6560911052051,75.81197487591199,,,51.58089061253305
152,2002-10-30 23:31:30+00:00,104.59814729120119,66.62299508205446,91.28857506850142,22.037772595252015,48.79507573296953
153,2002-12-01 23:31:58+00:00,102.42359397999525,64.81806763572392,84.90074009135223,24.66486107976384,52.58371743669888
154,2003-01-18 23:32:11+00:00,,,69.96313448797352,5.077868762151823,47.09158637345014
155,2003-03-07 23:32:27+00:00,98.3266005603127,73.35196503232957,72.68597537050421,,61.27862620120559
156,2003-04-08 23:32:28+00:00,102.849510569887,68.4635598250635,,28.807998048189468,64.91897427039157
157,2003-05-10 23:32:27+00:00,94.26934540382291,60.31247904034778,82.1533924061485,24.01648936684613,57.87729001364995
158,2003-07-05 23:19:58+00:00,77.99380744021579,67.8545286368419,63.63879084474918,30.61973131404386,59.48177572718934
159,2003-07-29 23:32:10+00:00,90.35406165318501,70.90120348192856,69.40612825698216,32.06360840333594,70.86652292890878
160,2003-08-14 23:32:07+00:00,85.7541690282797,65.64534981998975,58.997240459980986,28.042406640150304,56.00923231434546
161,2003-08-30 23:32:04+00:00,101.31854938586571,,75.32931958795338,37.073770908165926,63.18402919779111
162,2003-10-01 23:31:53+00:00,95.60679943180916,,82.46101755718456,23.09208024740336,
163,2003-10-09 23:21:32+00:00,96.71979304927592,87.81820857790208,91.49732406260173,35.79847783868776,68.69999284213436
164,2003-11-10 23:21:53+00:00,98.48894837977558,70.62378172359446,75.28147302079591,27.616546348936296,57.39285261900706
165,2003-11-26 23:22:12+00:00,81.27184533127974,75.59295683485306,61.62930362512674,6.875303799583609,50.25424421614839
166,2003-12-12 23:22:15+00:00,113.66644535659114,77.14514796483041,72.00258450103175,28.225642671564202,70.04863082163452
167,2004-01-29 23:22:34+00:00,97.57292509220382,85.5470307502562,89.47804493532675,35.73216707226358,59.67921987021522
168,2004-03-25 23:32:59+00:00,102.93820258266219,,71.04297618246967,27.93919614531218,55.995991284856785
169,2004-05-04 23:23:57+00:00,95.01537359773553,77.46478618313193,82.46323180757258,37.996544081291155,66.3098204674633
170,2004-05-12 23:32:54+00:00,85.02906603005144,70.71892928220903,66.84245408518746,28.84931076022497,54.209623990890165
171,2004-05-20 23:24:25+00:00,99.37884883441347,80.77668936747898,71.19097512706735,52.07949858202292,72.36422991036035
172,2004-05-28 23:32:52+00:00,96.48614054627701,80.33063429140883,,37.1542844010309,62.50312764085694
173,2004-06-05 23:24:54+00:00,92.72158683786242,85.60198734052938,87.06845817883661,37.73248423765337,59.58088597258295
174,2004-06-13 23:32:44+00:00,,94.43133984075486,95.53031634204099,52.641547517736235,67.53375192597618
175,2004-06-21 23:25:21+00:00,99.39199282176982,83.69656341767326,79.18257232941396,44.86135833735914,65.16897598730418
176,2004-06-29 23:32:44+00:00,105.6833336130451,96.12316079571254,93.80771662632003,40.52383405612959,63.649857278928565
177,2004-07-07 23:25:50+00:00,106.52159584648689,96.59205766920977,88.0588915045087,36.3141766308873,62.69154176865254
178,2004-07-15 23:32:41+00:00,102.31263516765775,83.17155462580558,71.80333111630448,,65.6755654746474
179,2004-08-08 23:26:32+00:00,101.59515315645595,82.8142365607651,68.21727972811473,35.339798559509575,65.98633879241461
180,2004-08-24 23:26:59+00:00,,85.48610251620758,75.91672386109038,27.56024102867571,58.30239663890996
181,2004-09-01 23:32:27+00:00,86.3759894067407,,69.2620303104764,21.531087487127014,43.35720938292336
182,2004-09-09 23:27:25+00:00,109.16821945794747,87.73964485564835,84.90803199066058,33.76892516934902,54.57979693383067
183,2004-09-17 23:32:20+00:00,102.17994591164927,74.34585721945973,69.7693604460161,30.233075640585703,49.89766109865989
184,2004-09-25 23:27:48+00:00,119.35709299532218,88.31416723774267,93.57219124144989,43.66131816075342,55.9741720956836
185,2004-10-11 23:28:08+00:00,116.24178386783063,70.82696658526194,77.16277506018716,24.908839128478313,53.93829138993787
186,2004-10-27 23:28:28+00:00,82.202865192725,67.64295599476328,61.146751566801264,5.852513168697663,53.615975319437695
187,2004-11-12 23:28:44+00:00,98.45403172112961,58.696010377952916,64.64352763874595,24.965316673152476,51.768711067543975
188,2004-11-28 23:29:04+00:00,96.0675873912073,66.59230130537836,71.31548088343189,12.327304215485622,54.88852276207476
189,2005-01-15 23:29:50+00:00,85.1642577185306,70.39731543852736,62.5883043059636,2.276878039014988,31.247380664593056
190,2005-01-23 23:33:06+00:00,103.55581531628657,72.36054389569145,71.41582554139578,,77.93020493916578
191,2005-01-31 23:30:02+00:00,92.89678681103699,72.10038498741561,66.75021139745361,24.591856830076765,55.735107622389684
192,2005-02-24 23:33:22+00:00,,72.03071044272748,63.40242593555599,28.003239121107928,
193,2005-03-12 23:33:25+00:00,105.32605833438349,79.77106199845745,77.4358389530952,37.31636528808365,60.68529232370029
194,2005-04-13 23:33:17+00:00,92.95584490850538,,70.96387419645674,28.818173458942866,
195,2005-04-21 23:30:52+00:00,95.84482052486484,67.80382924844706,73.56551169961885,31.530764814709855,58.000813487961935
196,2005-05-07 23:30:58+00:00,96.84644878533996,58.8202591195748,69.08905385669567,,
197,2005-05-31 23:33:16+00:00,81.01623352744964,53.03391803417475,63.52371594915947,21.326505378723294,54.0980913771437
198,2005-06-08 23:31:14+00:00,93.25168955114634,56.63924921113754,76.01133339112445,28.333959536955543,64.26365471220072
199,2005-07-02 23:33:07+00:00,97.16234247826897,,67.94074876322448,12.000980619862027,60.30326932730491
200,2005-07-18 23:33:08+00:00,78.98230718922935,45.12895109364827,,17.72463495346365,54.393048520665424
